/home/selector/Documents/projects/autopilot/data_sim/IMG/center_2024_02_08_22_55_12_331.jpg,/home/selector/Documents/projects/autopilot/data_sim/IMG/left_2024_02_08_22_55_12_331.jpg,/home/selector/Documents/projects/autopilot/data_sim/IMG/right_2024_02_08_22_55_12_331.jpg,0,0,0,24.71156
/home/selector/Documents/projects/autopilot/data_sim/IMG/center_2024_02_08_22_55_12_418.jpg,/home/selector/Documents/projects/autopilot/data_sim/IMG/left_2024_02_08_22_55_12_418.jpg,/home/selector/Documents/projects/autopilot/data_sim/IMG/right_2024_02_08_22_55_12_418.jpg,0,0,0,24.51275
/home/selector/Documents/projects/autopilot/data_sim/IMG/center_2024_02_08_22_55_12_504.jpg,/home/selector/Documents/projects/autopilot/data_sim/IMG/left_2024_02_08_22_55_12_504.jpg,/home/selector/Documents/projects/autopilot/data_sim/IMG/right_2024_02_08_22_55_12_504.jpg,0,0,0,24.31559
/home/selector/Documents/projects/autopilot/data_sim/IMG/center_2024_02_08_22_55_12_589.jpg,/home/selector/Documents/projects/autopilot/data_sim/IMG/left_2024_02_08_22_55_12_589.jpg,/home/selector/Documents/projects/autopilot/data_sim/IMG/right_2024_02_08_22_55_12_589.jpg,-0.25,0,0,24.04198
/home/selector/Documents/projects/autopilot/data_sim/IMG/center_2024_02_08_22_55_12_676.jpg,/home/selector/Documents/projects/autopilot/data_sim/IMG/left_2024_02_08_22_55_12_676.jpg,/home/selector/Documents/projects/autopilot/data_sim/IMG/right_2024_02_08_22_55_12_676.jpg,-0.45,0,0,23.75009
/home/selector/Documents/projects/autopilot/data_sim/IMG/center_2024_02_08_22_55_12_769.jpg,/home/selector/Documents/projects/autopilot/data_sim/IMG/left_2024_02_08_22_55_12_769.jpg,/home/selector/Documents/projects/autopilot/data_sim/IMG/right_2024_02_08_22_55_12_769.jpg,-0.7,0,0,23.28898
/home/selector/Documents/projects/autopilot/data_sim/IMG/center_2024_02_08_22_55_12_853.jpg,/home/selector/Documents/projects/autopilot/data_sim/IMG/left_2024_02_08_22_55_12_853.jpg,/home/selector/Documents/projects/autopilot/data_sim/IMG/right_2024_02_08_22_55_12_853.jpg,0,0,0,23.03772
/home/selector/Documents/projects/autopilot/data_sim/IMG/center_2024_02_08_22_55_12_921.jpg,/home/selector/Documents/projects/autopilot/data_sim/IMG/left_2024_02_08_22_55_12_921.jpg,/home/selector/Documents/projects/autopilot/data_sim/IMG/right_2024_02_08_22_55_12_921.jpg,0,0,0,22.89248
/home/selector/Documents/projects/autopilot/data_sim/IMG/center_2024_02_08_22_55_13_010.jpg,/home/selector/Documents/projects/autopilot/data_sim/IMG/left_2024_02_08_22_55_13_010.jpg,/home/selector/Documents/projects/autopilot/data_sim/IMG/right_2024_02_08_22_55_13_010.jpg,0,0,0,22.65349
/home/selector/Documents/projects/autopilot/data_sim/IMG/center_2024_02_08_22_55_13_083.jpg,/home/selector/Documents/projects/autopilot/data_sim/IMG/left_2024_02_08_22_55_13_083.jpg,/home/selector/Documents/projects/autopilot/data_sim/IMG/right_2024_02_08_22_55_13_083.jpg,0,0,0,22.51968
